year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,12,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",90.00,29.00,15.33,0.09,5.65,0.00,7.93,3.00,0.00,2003.00,1024.00,12.00,192.00,0.00,775.00
2025,12,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",44.00,14.00,5.89,1.80,0.19,0.00,6.12,0.00,0.00,1223.00,491.00,136.00,13.00,0.00,583.00
2025,12,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",81.00,26.00,7.35,0.73,3.09,0.00,14.83,0.00,0.00,2162.00,588.00,33.00,205.00,0.00,1336.00
2025,12,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",76.00,15.00,10.14,0.10,1.66,0.00,3.10,1.00,1.00,1695.00,975.00,20.00,272.00,0.00,428.00
2025,12,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",56.00,24.00,5.17,1.00,4.39,0.00,13.44,4.00,0.00,2871.00,1397.00,21.00,212.00,0.00,1241.00
2025,12,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",3217.00,757.00,134.91,20.91,108.23,0.02,492.93,49.00,8.00,78310.00,18314.00,6127.00,6850.00,1.00,47018.00
2025,12,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",90.00,15.00,1.04,1.21,9.99,0.00,2.76,1.00,0.00,627.00,40.00,71.00,407.00,0.00,109.00
2025,12,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",125.00,38.00,13.26,1.00,6.34,0.00,17.41,2.00,0.00,2766.00,999.00,61.00,364.00,0.00,1342.00
2025,12,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",16.00,6.00,3.50,0.00,1.50,0.00,1.00,1.00,0.00,683.00,451.00,0.00,147.00,0.00,85.00
2025,12,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",11.00,5.00,1.80,0.31,0.86,0.00,2.03,1.00,0.00,548.00,164.00,63.00,145.00,0.00,176.00
2025,12,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",98.00,29.00,6.75,0.00,5.90,0.00,16.35,9.00,1.00,2684.00,376.00,0.00,896.00,0.00,1412.00
2025,12,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",115.00,45.00,9.51,0.00,16.38,0.00,19.11,5.00,0.00,2643.00,621.00,0.00,782.00,0.00,1240.00
2025,12,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",36.00,21.00,2.51,0.83,7.26,0.00,10.41,0.00,0.00,1879.00,324.00,124.00,432.00,0.00,999.00
2025,12,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",62.00,19.00,8.82,0.84,1.69,0.00,7.65,0.00,0.00,1542.00,584.00,86.00,119.00,0.00,753.00
2025,12,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",175.00,65.00,17.09,1.70,21.84,1.00,23.36,5.00,0.00,5152.00,1847.00,202.00,970.00,58.00,2075.00
2025,12,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",81.00,24.00,9.65,1.03,1.87,0.00,11.46,0.00,0.00,1842.00,649.00,58.00,218.00,0.00,917.00
2025,12,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",11.00,3.00,2.00,0.00,0.26,0.00,0.74,0.00,0.00,230.00,211.00,0.00,5.00,0.00,14.00
2025,12,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Patrick Leahy Burlington International",138.00,53.00,9.52,0.05,14.08,0.00,29.35,7.00,0.00,4803.00,1248.00,8.00,737.00,0.00,2810.00
2025,12,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",143.00,38.00,10.79,1.08,6.72,0.00,19.41,13.00,1.00,3852.00,2034.00,43.00,417.00,0.00,1358.00
2025,12,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",150.00,45.00,15.62,1.53,7.69,0.00,20.16,2.00,1.00,4150.00,922.00,193.00,426.00,0.00,2609.00
2025,12,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",256.00,89.00,30.18,3.12,15.21,0.00,40.48,3.00,1.00,7240.00,1914.00,208.00,1081.00,0.00,4037.00
2025,12,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",126.00,38.00,9.80,2.01,6.41,0.00,19.78,3.00,2.00,3381.00,610.00,567.00,305.00,0.00,1899.00
2025,12,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",168.00,62.00,13.30,2.49,17.69,0.00,28.52,9.00,1.00,5456.00,960.00,650.00,1017.00,0.00,2829.00
2025,12,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",64.00,28.00,8.68,0.76,9.54,0.00,9.02,3.00,1.00,3859.00,1198.00,405.00,520.00,0.00,1736.00
2025,12,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",249.00,103.00,25.38,1.00,31.99,0.06,44.56,14.00,0.00,7692.00,2349.00,34.00,1647.00,12.00,3650.00
2025,12,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",208.00,73.00,17.79,2.40,20.45,0.00,32.36,5.00,0.00,5663.00,1528.00,402.00,1223.00,0.00,2510.00
2025,12,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",126.00,48.00,15.83,1.27,18.64,0.00,12.26,5.00,0.00,4903.00,1813.00,802.00,1004.00,0.00,1284.00
2025,12,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: West Virginia International Yeager",96.00,31.00,8.07,2.86,2.56,0.00,17.51,1.00,0.00,2119.00,243.00,162.00,109.00,0.00,1605.00
2025,12,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",81.00,28.00,11.90,2.71,3.16,0.00,10.24,3.00,1.00,4476.00,2309.00,713.00,142.00,0.00,1312.00
2025,12,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",540.00,201.00,43.14,1.24,46.33,0.00,110.28,19.00,0.00,17561.00,4889.00,100.00,2238.00,0.00,10334.00
2025,12,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",62.00,22.00,6.78,1.45,5.19,0.00,8.59,4.00,0.00,2335.00,712.00,726.00,248.00,0.00,649.00
2025,12,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",24.00,5.00,0.61,1.00,0.64,0.00,2.76,0.00,0.00,227.00,36.00,63.00,39.00,0.00,89.00
2025,12,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",128.00,59.00,11.48,1.28,26.02,0.00,20.21,1.00,0.00,4254.00,1151.00,253.00,1414.00,0.00,1436.00
2025,12,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",79.00,20.00,4.39,1.06,1.77,0.00,12.78,1.00,0.00,1806.00,255.00,41.00,238.00,0.00,1272.00
2025,12,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",250.00,109.00,30.33,3.60,29.54,0.00,45.53,17.00,0.00,9393.00,3285.00,283.00,1485.00,0.00,4340.00
2025,12,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1589.00,598.00,96.93,10.75,126.22,0.67,363.44,65.00,1.00,59047.00,13241.00,1386.00,8631.00,14.00,35775.00
2025,12,9E,Endeavor Air Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",40.00,15.00,4.61,0.00,7.55,0.00,2.85,2.00,1.00,1087.00,356.00,0.00,456.00,0.00,275.00
2025,12,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",65.00,17.00,7.68,0.26,2.65,0.00,6.41,2.00,0.00,1061.00,339.00,56.00,72.00,0.00,594.00
2025,12,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",136.00,62.00,7.47,1.08,31.85,0.00,21.60,4.00,0.00,6214.00,853.00,24.00,3012.00,0.00,2325.00
2025,12,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",12.00,5.00,1.55,0.00,2.31,0.00,1.14,0.00,0.00,380.00,116.00,0.00,113.00,0.00,151.00
2025,12,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",100.00,41.00,12.53,1.80,15.28,0.00,11.39,5.00,0.00,2931.00,1210.00,145.00,780.00,0.00,796.00
2025,12,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",99.00,22.00,8.56,2.11,2.26,0.00,9.07,2.00,1.00,3094.00,601.00,884.00,162.00,0.00,1447.00
2025,12,9E,Endeavor Air Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",60.00,22.00,3.53,1.53,9.09,0.35,7.51,3.00,0.00,2690.00,341.00,1004.00,558.00,13.00,774.00
2025,12,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",62.00,23.00,3.80,1.19,3.98,0.00,14.02,6.00,2.00,2169.00,350.00,565.00,263.00,0.00,991.00
2025,12,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",36.00,6.00,2.82,0.00,1.26,0.00,1.92,0.00,0.00,536.00,199.00,0.00,50.00,0.00,287.00
2025,12,9E,Endeavor Air Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",19.00,7.00,2.54,2.00,0.79,0.00,1.66,0.00,0.00,516.00,196.00,152.00,124.00,0.00,44.00
2025,12,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",35.00,20.00,4.21,0.13,7.53,0.00,8.13,0.00,0.00,1368.00,267.00,6.00,348.00,0.00,747.00
2025,12,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",121.00,51.00,19.66,0.87,15.62,0.00,14.86,3.00,0.00,5639.00,3541.00,110.00,741.00,0.00,1247.00
2025,12,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",85.00,27.00,10.32,0.00,7.66,0.00,9.02,2.00,0.00,1316.00,438.00,0.00,284.00,0.00,594.00
2025,12,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",120.00,46.00,11.22,0.00,12.97,0.00,21.81,4.00,1.00,4264.00,1807.00,0.00,552.00,0.00,1905.00
2025,12,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",62.00,17.00,11.42,0.12,0.35,0.00,5.10,1.00,0.00,936.00,469.00,11.00,17.00,0.00,439.00
2025,12,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",153.00,56.00,17.57,1.46,14.76,0.00,22.22,3.00,2.00,5149.00,1624.00,136.00,824.00,0.00,2565.00
2025,12,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",120.00,48.00,17.31,0.09,6.44,0.00,24.17,2.00,0.00,3474.00,1147.00,9.00,564.00,0.00,1754.00
2025,12,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",109.00,36.00,9.39,2.28,8.48,0.00,15.85,6.00,0.00,4330.00,1677.00,140.00,623.00,0.00,1890.00
2025,12,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",33.00,17.00,3.67,0.05,7.65,0.00,5.63,0.00,0.00,1297.00,322.00,7.00,350.00,0.00,618.00
2025,12,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",86.00,34.00,8.91,0.04,9.19,0.00,15.86,4.00,0.00,3282.00,917.00,3.00,458.00,0.00,1904.00
2025,12,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",200.00,76.00,23.18,1.43,15.94,0.00,35.46,10.00,0.00,6459.00,1871.00,253.00,930.00,0.00,3405.00
2025,12,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",59.00,21.00,4.09,0.93,4.69,0.00,11.28,5.00,0.00,1655.00,421.00,14.00,288.00,0.00,932.00
2025,12,9E,Endeavor Air Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",60.00,10.00,6.78,0.38,2.35,0.00,0.48,1.00,0.00,612.00,304.00,35.00,164.00,0.00,109.00
2025,12,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",94.00,37.00,8.68,0.27,10.20,0.00,17.85,4.00,0.00,3095.00,883.00,50.00,617.00,0.00,1545.00
2025,12,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1541.00,533.00,99.45,20.59,171.09,0.00,241.87,82.00,1.00,51582.00,12799.00,2905.00,12948.00,0.00,22930.00
2025,12,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",17.00,8.00,1.40,0.00,3.19,0.00,3.41,1.00,0.00,615.00,146.00,0.00,127.00,0.00,342.00
2025,12,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",150.00,58.00,21.28,2.54,8.43,0.00,25.74,3.00,0.00,4705.00,1724.00,125.00,717.00,0.00,2139.00
2025,12,9E,Endeavor Air Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",107.00,36.00,17.41,1.67,3.91,0.00,13.01,1.00,1.00,3138.00,959.00,394.00,179.00,0.00,1606.00
2025,12,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2095.00,712.00,129.61,23.72,241.95,0.00,316.73,116.00,16.00,73794.00,16894.00,4927.00,21197.00,0.00,30776.00
2025,12,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",19.00,10.00,1.49,0.00,5.65,0.00,2.87,0.00,0.00,831.00,112.00,0.00,171.00,0.00,548.00
2025,12,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",36.00,20.00,7.61,0.00,2.82,0.00,9.58,1.00,0.00,1837.00,916.00,0.00,261.00,0.00,660.00
2025,12,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",98.00,46.00,9.06,0.57,18.49,0.00,17.87,2.00,0.00,4004.00,1103.00,57.00,993.00,0.00,1851.00
2025,12,9E,Endeavor Air Inc.,MCO,"Orlando, FL: Orlando International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",68.00,28.00,7.27,2.53,3.54,0.00,14.65,5.00,0.00,2878.00,996.00,93.00,209.00,0.00,1580.00
2025,12,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",81.00,43.00,12.43,0.11,11.32,0.00,19.14,3.00,0.00,4509.00,1532.00,16.00,638.00,0.00,2323.00
2025,12,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",133.00,67.00,18.98,0.00,19.17,0.00,28.85,8.00,0.00,4573.00,1369.00,0.00,940.00,0.00,2264.00
2025,12,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",138.00,37.00,14.38,4.46,5.85,0.00,12.31,1.00,1.00,4491.00,1991.00,846.00,482.00,0.00,1172.00
2025,12,9E,Endeavor Air Inc.,MIA,"Miami, FL: Miami International",12.00,5.00,2.27,0.00,2.73,0.00,0.00,0.00,0.00,603.00,264.00,0.00,339.00,0.00,0.00
2025,12,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",114.00,43.00,5.51,1.77,13.27,0.00,22.45,3.00,0.00,3316.00,634.00,174.00,711.00,0.00,1797.00
2025,12,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad Cities International",62.00,25.00,8.66,2.34,4.24,0.00,9.76,0.00,0.00,1630.00,299.00,752.00,170.00,0.00,409.00
2025,12,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",81.00,31.00,13.59,1.84,4.08,0.00,11.49,0.00,0.00,1900.00,838.00,99.00,119.00,0.00,844.00
2025,12,9E,Endeavor Air Inc.,MOB,"Mobile, AL: Mobile Regional",125.00,28.00,11.19,3.32,2.63,0.00,10.86,3.00,0.00,2725.00,624.00,950.00,215.00,0.00,936.00
2025,12,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",89.00,29.00,6.14,0.00,11.05,0.00,11.81,4.00,1.00,1849.00,383.00,0.00,438.00,0.00,1028.00
2025,12,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1464.00,516.00,79.11,16.02,131.16,0.00,289.71,65.00,1.00,49570.00,11652.00,2257.00,8646.00,0.00,27015.00
2025,12,9E,Endeavor Air Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",99.00,25.00,9.31,1.53,3.03,0.00,11.13,1.00,0.00,1554.00,524.00,64.00,162.00,0.00,804.00
2025,12,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Okc Will Rogers International",13.00,6.00,2.37,0.00,2.24,0.00,1.39,0.00,0.00,646.00,282.00,0.00,92.00,0.00,272.00
2025,12,9E,Endeavor Air Inc.,OMA,"Omaha, NE: Eppley Airfield",92.00,41.00,8.29,0.00,17.13,0.00,15.58,6.00,0.00,2961.00,659.00,0.00,818.00,0.00,1484.00
2025,12,9E,Endeavor Air Inc.,ORD,"Chicago, IL: Chicago O'Hare International",83.00,31.00,3.81,0.81,15.57,0.00,10.81,4.00,1.00,2627.00,252.00,118.00,894.00,0.00,1363.00
2025,12,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",181.00,85.00,19.38,2.38,30.53,0.40,32.31,8.00,0.00,7447.00,2156.00,289.00,1786.00,21.00,3195.00
2025,12,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",17.00,5.00,1.37,0.08,0.67,0.00,2.88,1.00,0.00,572.00,195.00,18.00,69.00,0.00,290.00
2025,12,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",142.00,50.00,14.07,0.00,14.50,0.00,21.43,5.00,0.00,4578.00,1744.00,0.00,674.00,0.00,2160.00
2025,12,9E,Endeavor Air Inc.,PNS,"Pensacola, FL: Pensacola International",61.00,18.00,9.34,0.00,4.79,0.00,3.87,2.00,3.00,1422.00,800.00,0.00,202.00,0.00,420.00
2025,12,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",14.00,4.00,0.52,0.03,1.94,0.00,1.51,1.00,0.00,275.00,58.00,3.00,124.00,0.00,90.00
2025,12,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",68.00,26.00,4.75,0.01,8.01,0.00,13.23,5.00,0.00,2578.00,797.00,2.00,440.00,0.00,1339.00
2025,12,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",105.00,39.00,10.47,2.88,14.74,0.00,10.91,5.00,2.00,3244.00,802.00,635.00,627.00,0.00,1180.00
2025,12,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",517.00,175.00,22.63,2.71,35.47,0.00,114.19,14.00,0.00,14304.00,2318.00,470.00,1794.00,0.00,9722.00
2025,12,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",180.00,63.00,14.32,1.91,17.28,0.00,29.49,8.00,0.00,5449.00,1465.00,681.00,771.00,0.00,2532.00
2025,12,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",103.00,36.00,11.51,2.88,8.41,0.00,13.21,1.00,1.00,2392.00,835.00,130.00,329.00,0.00,1098.00
2025,12,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",202.00,80.00,21.28,0.00,23.11,0.00,35.60,14.00,0.00,7331.00,3160.00,0.00,1151.00,0.00,3020.00
2025,12,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",79.00,38.00,8.50,2.97,12.19,0.00,14.34,6.00,0.00,3216.00,690.00,539.00,585.00,0.00,1402.00
2025,12,9E,Endeavor Air Inc.,RSW,"Fort Myers, FL: Southwest Florida International",14.00,4.00,1.85,0.00,0.83,0.00,1.32,0.00,0.00,334.00,159.00,0.00,65.00,0.00,110.00
2025,12,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",108.00,35.00,6.22,0.11,7.66,0.00,21.02,6.00,1.00,2577.00,441.00,15.00,517.00,0.00,1604.00
2025,12,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",98.00,35.00,9.84,0.81,10.12,0.00,14.23,4.00,0.00,3802.00,1578.00,136.00,478.00,0.00,1610.00
2025,12,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",88.00,15.00,3.49,1.72,1.14,0.00,8.65,0.00,0.00,1774.00,155.00,645.00,95.00,0.00,879.00
2025,12,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",128.00,39.00,8.71,1.71,13.30,0.00,15.28,6.00,0.00,2784.00,524.00,298.00,597.00,0.00,1365.00
2025,12,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",227.00,95.00,31.30,0.52,26.85,0.00,36.32,13.00,0.00,6421.00,2329.00,90.00,1261.00,0.00,2741.00
2025,12,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",37.00,8.00,3.17,0.96,0.63,0.00,3.24,1.00,1.00,1003.00,386.00,55.00,31.00,0.00,531.00
2025,12,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",10.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,233.00,233.00,0.00,0.00,0.00,0.00
2025,12,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",99.00,22.00,11.52,1.67,1.95,0.00,6.86,2.00,1.00,2027.00,978.00,153.00,130.00,0.00,766.00
2025,12,9E,Endeavor Air Inc.,TUL,"Tulsa, OK: Tulsa International",31.00,10.00,3.87,0.00,3.41,0.00,2.72,0.00,0.00,1036.00,573.00,0.00,128.00,0.00,335.00
2025,12,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",288.00,104.00,41.00,3.24,24.90,0.00,34.86,9.00,0.00,8971.00,3343.00,863.00,1075.00,0.00,3690.00
2025,12,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",79.00,25.00,6.73,0.80,2.49,0.00,14.98,0.00,1.00,2209.00,410.00,100.00,191.00,0.00,1508.00
2025,12,9E,Endeavor Air Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",25.00,8.00,4.13,0.06,0.79,0.00,3.02,0.00,0.00,585.00,265.00,2.00,28.00,0.00,290.00
2025,12,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",201.00,78.00,22.79,4.63,21.03,0.00,29.55,3.00,1.00,5533.00,1634.00,266.00,1014.00,0.00,2619.00
2025,12,AA,American Airlines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",181.00,65.00,27.70,0.00,3.70,0.00,33.60,0.00,1.00,5100.00,1803.00,0.00,173.00,0.00,3124.00
2025,12,AA,American Airlines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,AA,American Airlines Network,ALB,"Albany, NY: Albany International",105.00,30.00,9.23,1.00,4.45,0.00,15.33,2.00,1.00,1975.00,443.00,102.00,111.00,0.00,1319.00
2025,12,AA,American Airlines Network,AMA,"Amarillo, TX: Rick Husband Amarillo International",1.00,1.00,0.49,0.00,0.00,0.00,0.51,0.00,0.00,117.00,57.00,0.00,0.00,0.00,60.00
2025,12,AA,American Airlines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",16.00,8.00,3.79,0.00,3.20,0.00,1.01,0.00,0.00,598.00,403.00,0.00,112.00,0.00,83.00
2025,12,AA,American Airlines Network,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",498.00,124.00,53.82,0.26,11.84,0.48,57.60,1.00,0.00,8129.00,3165.00,9.00,855.00,64.00,4036.00
2025,12,AA,American Airlines Network,AUS,"Austin, TX: Austin - Bergstrom International",1049.00,311.00,105.05,6.76,49.93,0.00,149.26,3.00,0.00,23327.00,7769.00,1252.00,2232.00,0.00,12074.00
2025,12,AA,American Airlines Network,AVL,"Asheville, NC: Asheville Regional",31.00,11.00,4.22,0.00,0.50,0.00,6.28,0.00,0.00,957.00,263.00,0.00,15.00,0.00,679.00
2025,12,AA,American Airlines Network,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",34.00,9.00,4.14,0.00,0.41,0.00,4.46,0.00,0.00,523.00,126.00,0.00,25.00,0.00,372.00
2025,12,AA,American Airlines Network,BDL,"Hartford, CT: Bradley International",242.00,70.00,22.76,0.05,6.22,0.20,40.77,1.00,3.00,4563.00,1238.00,4.00,244.00,28.00,3049.00
2025,12,AA,American Airlines Network,BFL,"Bakersfield, CA: Meadows Field",54.00,24.00,7.41,0.20,1.61,0.00,14.78,0.00,2.00,2764.00,976.00,3.00,68.00,0.00,1717.00
2025,12,AA,American Airlines Network,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",74.00,21.00,6.28,0.00,3.83,0.00,10.89,0.00,0.00,1279.00,352.00,0.00,119.00,0.00,808.00
2025,12,AA,American Airlines Network,BNA,"Nashville, TN: Nashville International",699.00,180.00,53.04,0.93,29.43,0.02,96.59,1.00,0.00,12221.00,3401.00,337.00,1136.00,1.00,7346.00
2025,12,AA,American Airlines Network,BOI,"Boise, ID: Boise Air Terminal",62.00,24.00,9.36,0.00,2.96,0.00,11.68,0.00,0.00,1823.00,951.00,0.00,93.00,0.00,779.00
2025,12,AA,American Airlines Network,BOS,"Boston, MA: Logan International",1284.00,333.00,99.58,5.43,67.47,0.00,160.52,4.00,1.00,23613.00,7481.00,906.00,3076.00,0.00,12150.00
2025,12,AA,American Airlines Network,BUF,"Buffalo, NY: Buffalo Niagara International",163.00,68.00,21.61,0.42,13.46,0.00,32.51,4.00,0.00,5278.00,1470.00,65.00,611.00,0.00,3132.00
2025,12,AA,American Airlines Network,BUR,"Burbank, CA: Bob Hope",62.00,19.00,8.95,0.00,1.55,0.00,8.50,0.00,1.00,1083.00,450.00,0.00,53.00,0.00,580.00
2025,12,AA,American Airlines Network,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",292.00,75.00,26.87,0.00,5.68,0.00,42.45,0.00,0.00,3846.00,1259.00,0.00,173.00,0.00,2414.00
2025,12,AA,American Airlines Network,BZN,"Bozeman, MT: Bozeman Yellowstone International",55.00,17.00,3.47,0.00,6.32,0.00,7.21,0.00,1.00,983.00,193.00,0.00,231.00,0.00,559.00
