year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2025,12,AS,Alaska Airlines Network,SCC,"Deadhorse, AK: Deadhorse Airport",44.00,5.00,0.00,0.00,0.00,0.00,5.00,1.00,1.00,203.00,0.00,0.00,0.00,0.00,203.00
2025,12,AS,Alaska Airlines Network,SEA,"Seattle, WA: Seattle/Tacoma International",6111.00,1938.00,344.32,52.10,914.57,12.46,614.55,80.00,19.00,102348.00,25002.00,3615.00,33644.00,733.00,39354.00
2025,12,AS,Alaska Airlines Network,SFO,"San Francisco, CA: San Francisco International",848.00,285.00,42.27,6.24,133.19,0.96,102.34,9.00,4.00,17487.00,3437.00,411.00,7112.00,65.00,6462.00
2025,12,AS,Alaska Airlines Network,SIT,"Sitka, AK: Sitka Rocky Gutierrez",90.00,31.00,4.43,3.50,6.79,0.00,16.28,8.00,1.00,2131.00,438.00,329.00,275.00,0.00,1089.00
2025,12,AS,Alaska Airlines Network,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",200.00,46.00,14.50,0.00,7.34,0.00,24.16,3.00,0.00,2597.00,820.00,0.00,281.00,0.00,1496.00
2025,12,AS,Alaska Airlines Network,SLC,"Salt Lake City, UT: Salt Lake City International",96.00,26.00,9.26,0.00,5.41,0.00,11.33,1.00,0.00,1046.00,398.00,0.00,192.00,0.00,456.00
2025,12,AS,Alaska Airlines Network,SMF,"Sacramento, CA: Sacramento International",104.00,36.00,9.88,0.00,5.09,0.00,21.03,2.00,0.00,1749.00,464.00,0.00,173.00,0.00,1112.00
2025,12,AS,Alaska Airlines Network,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",361.00,70.00,18.47,0.00,33.58,0.00,17.95,4.00,1.00,2511.00,836.00,0.00,1065.00,0.00,610.00
2025,12,AS,Alaska Airlines Network,STL,"St. Louis, MO: St Louis Lambert International",54.00,11.00,3.41,0.00,2.71,0.00,4.89,0.00,0.00,555.00,120.00,0.00,61.00,0.00,374.00
2025,12,AS,Alaska Airlines Network,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County",29.00,12.00,1.29,1.00,4.48,0.00,5.23,2.00,0.00,412.00,63.00,31.00,118.00,0.00,200.00
2025,12,AS,Alaska Airlines Network,TPA,"Tampa, FL: Tampa International",89.00,14.00,4.62,1.00,3.08,0.00,5.30,0.00,1.00,953.00,237.00,124.00,129.00,0.00,463.00
2025,12,AS,Alaska Airlines Network,TUS,"Tucson, AZ: Tucson International",75.00,29.00,8.68,0.00,7.93,0.00,12.40,0.00,0.00,1068.00,329.00,0.00,223.00,0.00,516.00
2025,12,AS,Alaska Airlines Network,WRG,"Wrangell, AK: Wrangell Airport",60.00,22.00,1.79,3.30,4.74,0.00,12.17,4.00,1.00,1381.00,142.00,182.00,155.00,0.00,902.00
2025,12,AS,Alaska Airlines Network,YAK,"Yakutat, AK: Yakutat Airport",60.00,9.00,1.00,0.89,0.39,0.00,6.71,1.00,8.00,894.00,38.00,74.00,28.00,0.00,754.00
2025,12,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",78.00,41.00,21.42,0.00,6.06,0.00,13.52,0.00,0.00,2801.00,1444.00,0.00,213.00,0.00,1144.00
2025,12,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",258.00,115.00,47.84,2.12,35.60,0.00,29.45,9.00,0.00,7414.00,2613.00,258.00,1745.00,0.00,2798.00
2025,12,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",86.00,45.00,16.65,0.00,13.84,0.00,14.51,0.00,0.00,2854.00,908.00,0.00,660.00,0.00,1286.00
2025,12,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",390.00,128.00,47.42,0.00,27.17,0.00,53.41,8.00,2.00,9385.00,3339.00,0.00,1422.00,0.00,4624.00
2025,12,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",89.00,37.00,10.71,0.89,16.65,0.00,8.75,6.00,0.00,1986.00,538.00,81.00,688.00,0.00,679.00
2025,12,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3067.00,1010.00,310.08,9.08,195.53,1.38,493.92,77.00,3.00,82910.00,22888.00,2415.00,9785.00,51.00,47771.00
2025,12,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",150.00,71.00,29.40,0.32,13.15,0.00,28.14,2.00,0.00,4419.00,1665.00,39.00,484.00,0.00,2231.00
2025,12,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",290.00,116.00,40.13,1.12,19.36,0.00,55.39,23.00,1.00,7746.00,2205.00,109.00,873.00,0.00,4559.00
2025,12,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",14.00,6.00,0.70,0.00,5.30,0.00,0.00,1.00,0.00,224.00,14.00,0.00,210.00,0.00,0.00
2025,12,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",133.00,45.00,17.24,0.09,11.31,0.00,16.36,5.00,0.00,3358.00,987.00,19.00,599.00,0.00,1753.00
2025,12,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",58.00,20.00,9.69,0.00,2.41,0.00,7.90,4.00,0.00,2079.00,1131.00,0.00,233.00,0.00,715.00
2025,12,B6,JetBlue Airways,DAB,"Daytona Beach, FL: Daytona Beach International",56.00,17.00,4.90,0.62,8.67,0.00,2.81,1.00,0.00,1003.00,249.00,21.00,610.00,0.00,123.00
2025,12,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",576.00,223.00,82.10,2.13,59.90,0.44,78.43,8.00,1.00,17864.00,6384.00,134.00,2929.00,34.00,8383.00
2025,12,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",110.00,35.00,7.78,0.00,15.86,0.00,11.36,4.00,0.00,2143.00,423.00,0.00,911.00,0.00,809.00
2025,12,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",29.00,11.00,4.23,0.07,5.06,1.00,0.64,1.00,0.00,779.00,407.00,3.00,256.00,76.00,37.00
2025,12,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",77.00,23.00,11.15,2.14,1.55,0.00,8.16,3.00,0.00,1626.00,696.00,138.00,121.00,0.00,671.00
2025,12,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",455.00,167.00,51.43,0.00,65.00,0.63,49.93,19.00,3.00,10641.00,2795.00,0.00,3187.00,12.00,4647.00
2025,12,B6,JetBlue Airways,EYW,"Key West, FL: Key West International",25.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,244.00,0.00,0.00,244.00,0.00,0.00
2025,12,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2291.00,828.00,267.01,9.66,309.39,0.82,241.13,57.00,4.00,62318.00,18251.00,1654.00,18543.00,101.00,23769.00
2025,12,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",458.00,156.00,50.69,0.70,35.34,0.00,69.27,12.00,8.00,12978.00,3795.00,117.00,1901.00,0.00,7165.00
2025,12,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",42.00,20.00,8.69,0.00,8.44,0.00,2.87,0.00,0.00,890.00,381.00,0.00,378.00,0.00,131.00
2025,12,B6,JetBlue Airways,ISP,"Islip, NY: Long Island MacArthur",123.00,29.00,12.53,0.00,3.99,0.00,12.48,1.00,1.00,2330.00,802.00,0.00,250.00,0.00,1278.00
2025,12,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",147.00,54.00,22.88,1.57,14.03,0.00,15.51,9.00,0.00,3679.00,1560.00,78.00,828.00,0.00,1213.00
2025,12,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",2965.00,920.00,313.73,7.53,275.75,2.24,320.74,131.00,2.00,77913.00,26787.00,853.00,15723.00,765.00,33785.00
2025,12,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",302.00,70.00,24.32,0.86,23.68,0.00,21.14,4.00,0.00,4638.00,1373.00,348.00,1131.00,0.00,1786.00
2025,12,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",756.00,252.00,76.18,6.73,91.44,0.08,77.56,16.00,2.00,18114.00,4962.00,1413.00,4314.00,8.00,7417.00
2025,12,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",382.00,156.00,48.49,0.00,54.18,0.00,53.32,15.00,1.00,12562.00,2979.00,0.00,4141.00,0.00,5442.00
2025,12,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1730.00,650.00,182.33,12.38,239.12,0.19,215.99,32.00,3.00,52011.00,13768.00,1586.00,13422.00,16.00,23219.00
2025,12,B6,JetBlue Airways,MHT,"Manchester, NH: Manchester Boston Regional",62.00,26.00,10.31,0.00,5.10,0.00,10.60,1.00,0.00,1654.00,686.00,0.00,177.00,0.00,791.00
2025,12,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",145.00,72.00,27.40,2.37,21.64,0.00,20.59,3.00,0.00,6244.00,2384.00,769.00,904.00,0.00,2187.00
2025,12,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",72.00,28.00,8.96,0.00,8.43,0.00,10.61,1.00,0.00,2365.00,1004.00,0.00,498.00,0.00,863.00
2025,12,B6,JetBlue Airways,ORF,"Norfolk, VA: Norfolk International",24.00,6.00,2.80,0.00,0.58,0.00,2.62,0.00,0.00,342.00,157.00,0.00,41.00,0.00,144.00
2025,12,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",64.00,10.00,2.62,0.00,2.73,0.00,4.65,2.00,2.00,890.00,419.00,0.00,91.00,0.00,380.00
2025,12,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",911.00,390.00,108.03,11.70,169.84,0.00,100.43,20.00,2.00,28990.00,6769.00,1777.00,9221.00,0.00,11223.00
2025,12,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",123.00,38.00,17.50,0.00,4.94,0.00,15.56,3.00,0.00,2116.00,948.00,0.00,211.00,0.00,957.00
2025,12,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",155.00,42.00,9.84,1.00,14.76,0.00,16.40,3.00,0.00,2351.00,646.00,22.00,567.00,0.00,1116.00
2025,12,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",150.00,56.00,23.15,0.11,11.88,0.00,20.86,2.00,0.00,4037.00,1610.00,11.00,550.00,0.00,1866.00
2025,12,B6,JetBlue Airways,PQI,"Presque Isle/Houlton, ME: Presque Isle International",31.00,12.00,4.26,0.00,0.84,0.00,6.91,0.00,0.00,758.00,185.00,0.00,47.00,0.00,526.00
2025,12,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",60.00,26.00,10.95,0.00,1.81,0.00,13.24,2.00,0.00,1705.00,595.00,0.00,116.00,0.00,994.00
2025,12,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",224.00,83.00,31.47,0.00,9.89,0.00,41.64,6.00,0.00,5685.00,1681.00,0.00,473.00,0.00,3531.00
2025,12,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",14.00,4.00,1.67,0.00,0.32,0.00,2.01,0.00,0.00,130.00,53.00,0.00,9.00,0.00,68.00
2025,12,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",279.00,104.00,42.79,0.66,15.33,0.31,44.91,8.00,0.00,7514.00,2482.00,75.00,914.00,18.00,4025.00
2025,12,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",194.00,76.00,28.94,1.27,19.99,0.00,25.81,5.00,0.00,5357.00,1649.00,28.00,1005.00,0.00,2675.00
2025,12,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",14.00,4.00,0.99,1.00,2.01,0.00,0.00,1.00,0.00,163.00,28.00,65.00,70.00,0.00,0.00
2025,12,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",48.00,17.00,8.58,0.00,0.73,0.00,7.69,2.00,1.00,1376.00,546.00,0.00,39.00,0.00,791.00
2025,12,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",404.00,160.00,46.47,1.49,59.14,0.00,52.90,12.00,2.00,10888.00,2492.00,135.00,3065.00,0.00,5196.00
2025,12,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",120.00,20.00,4.94,1.50,6.56,0.00,7.01,2.00,0.00,1645.00,518.00,176.00,287.00,0.00,664.00
2025,12,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",76.00,32.00,9.53,0.86,14.59,0.00,7.01,3.00,0.00,1810.00,548.00,104.00,675.00,0.00,483.00
2025,12,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",340.00,109.00,24.14,2.28,52.23,0.77,29.59,6.00,1.00,8050.00,1898.00,302.00,2674.00,47.00,3129.00
2025,12,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",1095.00,353.00,138.35,7.31,80.21,2.26,124.88,21.00,0.00,26217.00,7972.00,739.00,5463.00,153.00,11890.00
2025,12,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",46.00,17.00,5.82,0.00,9.82,0.00,1.36,2.00,0.00,663.00,216.00,0.00,349.00,0.00,98.00
2025,12,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",77.00,37.00,10.08,0.92,19.70,0.00,6.30,3.00,0.00,3189.00,998.00,154.00,1075.00,0.00,962.00
2025,12,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",51.00,15.00,11.11,0.00,1.95,0.00,1.94,0.00,0.00,952.00,650.00,0.00,139.00,0.00,163.00
2025,12,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",31.00,10.00,5.68,0.00,0.42,0.65,3.25,0.00,0.00,390.00,211.00,0.00,13.00,20.00,146.00
2025,12,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",135.00,44.00,18.24,0.31,7.19,0.92,17.34,6.00,0.00,3799.00,1337.00,148.00,382.00,24.00,1908.00
2025,12,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",436.00,147.00,50.47,5.73,53.63,0.00,37.17,9.00,2.00,11359.00,3823.00,1275.00,2443.00,0.00,3818.00
2025,12,B6,JetBlue Airways,VRB,"Vero Beach, FL: Vero Beach Regional",42.00,21.00,8.00,0.44,10.69,0.00,1.87,1.00,0.00,1539.00,410.00,63.00,728.00,0.00,338.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ALB,"Albany, NY: Albany International",124.00,39.00,11.46,0.00,8.35,0.00,19.19,6.00,0.00,6163.00,1365.00,0.00,461.00,0.00,4337.00
2025,12,C5,CommuteAir LLC dba CommuteAir,AMA,"Amarillo, TX: Rick Husband Amarillo International",71.00,9.00,3.56,0.96,2.69,0.00,1.79,0.00,0.00,655.00,360.00,69.00,74.00,0.00,152.00
2025,12,C5,CommuteAir LLC dba CommuteAir,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",62.00,15.00,4.78,0.00,4.58,0.00,5.63,2.00,1.00,812.00,221.00,0.00,170.00,0.00,421.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BDL,"Hartford, CT: Bradley International",17.00,4.00,0.50,0.00,0.00,0.00,3.50,0.00,0.00,1122.00,123.00,0.00,0.00,0.00,999.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",42.00,6.00,1.76,0.00,0.00,0.00,4.24,0.00,0.00,568.00,140.00,0.00,0.00,0.00,428.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BRO,"Brownsville, TX: Brownsville South Padre Island International",119.00,18.00,10.05,0.00,2.52,0.00,5.43,0.00,0.00,989.00,469.00,0.00,45.00,0.00,475.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",116.00,18.00,7.92,2.00,3.00,0.00,5.08,0.00,0.00,840.00,336.00,121.00,58.00,0.00,325.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BTV,"Burlington, VT: Patrick Leahy Burlington International",28.00,13.00,5.47,1.00,3.42,0.00,3.11,0.00,0.00,2513.00,1032.00,698.00,127.00,0.00,656.00
2025,12,C5,CommuteAir LLC dba CommuteAir,BUF,"Buffalo, NY: Buffalo Niagara International",47.00,15.00,6.41,1.05,3.02,0.00,4.52,3.00,0.00,1602.00,682.00,180.00,83.00,0.00,657.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CAE,"Columbia, SC: Columbia Metropolitan",57.00,18.00,6.82,0.00,7.81,0.00,3.36,0.00,0.00,1031.00,334.00,0.00,272.00,0.00,425.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CHO,"Charlottesville, VA: Charlottesville Albemarle",103.00,28.00,10.33,2.13,4.22,0.00,11.33,3.00,0.00,4146.00,1020.00,1071.00,201.00,0.00,1854.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CHS,"Charleston, SC: Charleston AFB/International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CMH,"Columbus, OH: John Glenn Columbus International",2.00,1.00,0.14,0.00,0.55,0.00,0.31,0.00,0.00,64.00,9.00,0.00,35.00,0.00,20.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CRP,"Corpus Christi, TX: Corpus Christi International",122.00,23.00,11.41,0.00,3.58,0.00,8.02,0.00,0.00,2186.00,1274.00,0.00,137.00,0.00,775.00
2025,12,C5,CommuteAir LLC dba CommuteAir,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2.00,1.00,0.93,0.00,0.07,0.00,0.00,0.00,0.00,123.00,115.00,0.00,8.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,DAY,"Dayton, OH: James M Cox/Dayton International",60.00,18.00,7.26,0.00,5.99,0.00,4.75,0.00,0.00,1265.00,421.00,0.00,253.00,0.00,591.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ECP,"Panama City, FL: Northwest Florida Beaches International",83.00,16.00,6.56,2.00,2.66,0.00,4.78,2.00,1.00,2103.00,325.00,719.00,79.00,0.00,980.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ELP,"El Paso, TX: El Paso International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",88.00,12.00,5.23,2.00,0.71,0.00,4.06,0.00,1.00,1978.00,187.00,1534.00,19.00,0.00,238.00
2025,12,C5,CommuteAir LLC dba CommuteAir,GSO,"Greensboro/High Point, NC: Piedmont Triad International",60.00,23.00,4.58,0.00,5.52,0.00,12.89,0.00,0.00,1970.00,285.00,0.00,246.00,0.00,1439.00
2025,12,C5,CommuteAir LLC dba CommuteAir,GSP,"Greer, SC: Greenville-Spartanburg International",46.00,16.00,5.74,1.00,4.66,0.00,4.59,0.00,1.00,1487.00,228.00,858.00,168.00,0.00,233.00
2025,12,C5,CommuteAir LLC dba CommuteAir,HRL,"Harlingen/San Benito, TX: Valley International",90.00,13.00,5.27,0.00,2.31,0.00,5.42,0.00,0.00,1007.00,490.00,0.00,75.00,0.00,442.00
2025,12,C5,CommuteAir LLC dba CommuteAir,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",208.00,51.00,23.17,0.00,14.10,0.00,13.73,1.00,1.00,3810.00,1529.00,0.00,517.00,0.00,1764.00
2025,12,C5,CommuteAir LLC dba CommuteAir,IAD,"Washington, DC: Washington Dulles International",1337.00,365.00,73.96,14.08,116.75,0.00,160.20,40.00,2.00,43264.00,6343.00,5478.00,6403.00,0.00,25040.00
2025,12,C5,CommuteAir LLC dba CommuteAir,IAH,"Houston, TX: George Bush Intercontinental/Houston",2114.00,358.00,76.88,21.60,117.27,0.00,142.25,4.00,2.00,29603.00,6241.00,1897.00,5115.00,0.00,16350.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",58.00,9.00,3.35,0.00,0.69,0.00,4.96,0.00,0.00,506.00,180.00,0.00,32.00,0.00,294.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",62.00,16.00,3.39,1.88,6.09,0.00,4.64,3.00,1.00,1612.00,143.00,848.00,210.00,0.00,411.00
2025,12,C5,CommuteAir LLC dba CommuteAir,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",133.00,36.00,12.59,0.00,12.25,0.00,11.17,0.00,1.00,2004.00,538.00,0.00,339.00,0.00,1127.00
2025,12,C5,CommuteAir LLC dba CommuteAir,LBB,"Lubbock, TX: Lubbock Preston Smith International",74.00,7.00,1.52,0.00,0.00,0.00,5.48,0.00,0.00,404.00,79.00,0.00,0.00,0.00,325.00
2025,12,C5,CommuteAir LLC dba CommuteAir,LCH,"Lake Charles, LA: Lake Charles Regional",63.00,18.00,9.11,0.87,3.48,0.00,4.54,0.00,1.00,984.00,359.00,120.00,116.00,0.00,389.00
2025,12,C5,CommuteAir LLC dba CommuteAir,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",108.00,19.00,9.47,0.00,2.08,0.00,7.45,0.00,0.00,2354.00,1148.00,0.00,67.00,0.00,1139.00
2025,12,C5,CommuteAir LLC dba CommuteAir,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",72.00,15.00,6.36,0.00,3.13,0.00,5.51,0.00,0.00,994.00,352.00,0.00,132.00,0.00,510.00
2025,12,C5,CommuteAir LLC dba CommuteAir,LRD,"Laredo, TX: Laredo International",103.00,15.00,7.16,0.98,2.15,0.00,4.70,0.00,0.00,1430.00,352.00,636.00,79.00,0.00,363.00
2025,12,C5,CommuteAir LLC dba CommuteAir,MDT,"Harrisburg, PA: Harrisburg International",72.00,23.00,9.08,1.00,5.59,0.00,7.33,2.00,0.00,2861.00,1246.00,19.00,289.00,0.00,1307.00
2025,12,C5,CommuteAir LLC dba CommuteAir,MEM,"Memphis, TN: Memphis International",17.00,4.00,1.13,0.00,2.87,0.00,0.00,0.00,0.00,128.00,41.00,0.00,87.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,MFE,"Mission/McAllen/Edinburg, TX: McAllen International",109.00,15.00,4.66,2.00,2.85,0.00,5.48,0.00,2.00,696.00,242.00,42.00,83.00,0.00,329.00
2025,12,C5,CommuteAir LLC dba CommuteAir,MHT,"Manchester, NH: Manchester Boston Regional",59.00,19.00,10.97,0.00,3.26,0.00,4.77,3.00,0.00,1414.00,920.00,0.00,135.00,0.00,359.00
2025,12,C5,CommuteAir LLC dba CommuteAir,MOB,"Mobile, AL: Mobile Regional",164.00,41.00,15.44,3.88,7.09,0.00,14.58,0.00,3.00,4293.00,963.00,913.00,248.00,0.00,2169.00
2025,12,C5,CommuteAir LLC dba CommuteAir,OKC,"Oklahoma City, OK: Okc Will Rogers International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ORF,"Norfolk, VA: Norfolk International",18.00,7.00,2.82,0.00,2.00,0.00,2.18,0.00,0.00,407.00,247.00,0.00,60.00,0.00,100.00
2025,12,C5,CommuteAir LLC dba CommuteAir,PHL,"Philadelphia, PA: Philadelphia International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,PNS,"Pensacola, FL: Pensacola International",103.00,17.00,5.29,1.76,2.04,0.00,7.91,1.00,4.00,992.00,285.00,73.00,46.00,0.00,588.00
2025,12,C5,CommuteAir LLC dba CommuteAir,PVD,"Providence, RI: Rhode Island Tf Green International",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2025,12,C5,CommuteAir LLC dba CommuteAir,RIC,"Richmond, VA: Richmond International",6.00,3.00,1.72,0.00,0.41,0.00,0.87,0.00,0.00,182.00,126.00,0.00,22.00,0.00,34.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",88.00,25.00,9.26,1.99,4.45,0.00,9.29,1.00,0.00,2384.00,754.00,833.00,154.00,0.00,643.00
2025,12,C5,CommuteAir LLC dba CommuteAir,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",42.00,11.00,1.19,0.00,4.44,0.00,5.37,6.00,0.00,1620.00,121.00,0.00,191.00,0.00,1308.00
2025,12,C5,CommuteAir LLC dba CommuteAir,SCE,"State College, PA: State College Regional",96.00,20.00,8.69,0.00,7.07,0.00,4.25,5.00,0.00,1784.00,451.00,0.00,267.00,0.00,1066.00
2025,12,C5,CommuteAir LLC dba CommuteAir,SGF,"Springfield, MO: Springfield-Branson National",93.00,20.00,6.58,0.00,6.32,0.00,7.10,0.00,0.00,773.00,264.00,0.00,157.00,0.00,352.00
2025,12,C5,CommuteAir LLC dba CommuteAir,SHV,"Shreveport, LA: Shreveport Regional",31.00,3.00,0.84,0.00,1.25,0.00,0.91,0.00,0.00,143.00,65.00,0.00,36.00,0.00,42.00
2025,12,C5,CommuteAir LLC dba CommuteAir,SYR,"Syracuse, NY: Syracuse Hancock International",29.00,7.00,3.04,0.00,2.02,0.00,1.94,6.00,0.00,1028.00,757.00,0.00,85.00,0.00,186.00
2025,12,C5,CommuteAir LLC dba CommuteAir,TUL,"Tulsa, OK: Tulsa International",45.00,12.00,3.82,1.00,1.35,0.00,5.83,0.00,0.00,1023.00,274.00,73.00,61.00,0.00,615.00
2025,12,C5,CommuteAir LLC dba CommuteAir,TYS,"Knoxville, TN: McGhee Tyson",225.00,69.00,28.28,0.00,13.54,0.00,27.18,0.00,0.00,8237.00,3964.00,0.00,472.00,0.00,3801.00
2025,12,C5,CommuteAir LLC dba CommuteAir,XNA,"Fayetteville, AR: Northwest Arkansas National",15.00,4.00,1.70,0.00,1.38,0.00,0.93,0.00,0.00,242.00,59.00,0.00,40.00,0.00,143.00
2025,12,DL,Delta Air Lines Network,ABQ,"Albuquerque, NM: Albuquerque International Sunport",88.00,15.00,5.94,0.00,5.79,0.00,3.27,0.00,0.00,696.00,394.00,0.00,180.00,0.00,122.00
2025,12,DL,Delta Air Lines Network,AGS,"Augusta, GA: Augusta Regional at Bush Field",93.00,21.00,11.06,0.13,1.43,0.00,8.38,4.00,0.00,2340.00,1552.00,20.00,116.00,0.00,652.00
2025,12,DL,Delta Air Lines Network,ALB,"Albany, NY: Albany International",119.00,39.00,17.89,1.35,8.87,0.00,10.89,4.00,0.00,4264.00,2191.00,766.00,426.00,0.00,881.00
2025,12,DL,Delta Air Lines Network,ANC,"Anchorage, AK: Ted Stevens Anchorage International",192.00,95.00,41.20,1.15,44.85,0.00,7.80,4.00,4.00,7716.00,4757.00,436.00,1850.00,0.00,673.00
